0,1807.535
1,1707.631
2,1642.321
3,1572.227
4,1562.559
5,1500.522
6,1425.544
7,1329.668
8,1286.967
9,1240.238
10,1182.985
11,1082.275
12,1009.714
13,947.6768
14,883.2227
15,827.631
16,764.7379
17,753.4584
18,711.5633
19,672.8908
20,668.8624
21,693.8384
22,735.7336
23,770.3776
24,783.2685
25,869.5262
26,950.8995
27,1047.631
28,1122.559
29,1190.236
30,1288.579
31,1393.317
32,1465.072
33,1550.474
34,1617.345
35,1669.764
36,1709.242
37,1713.271
38,1761.611
39,1801.089
40,1813.175
41,1809.146
42,1807.535
43,1841.373
44,1859.954
45,1868.011
46,1870.428
47,1877.679
48,1888.959
49,1895.404
50,1886.542
51,1868.011
52,1847.819
53,1809.952
54,1751.943
55,1706.825
56,1638.293
57,1564.976
58,1466.683
59,1363.507
60,1271.659
61,1191.041
62,1103.223
63,996.0174
64,913.8384
65,842.9389
66,812.2728
67,775.2117
68,759.9039
69,755.8755
70,767.1549
71,784.0742
72,808.2444
73,846.1616
74,873.5546
75,892.0851
76,904.976
77,933.1746
78,965.4017
79,978.2925
80,976.6812
81,967.0131
82,968.6244
83,949.2881
84,921.8951
85,882.4171
86,855.024
87,825.214
88,785.6855
89,767.9607
90,749.4301
91,744.596
92,736.5392
93,734.1222
94,752.6528
95,787.2969
96,858.2468
97,935.5917
98,989.5719
99,1096.777
100,1162.037
101,1328.057
102,1424.738
103,1561.753
104,1641.515
105,1719.716
106,1839.762
107,1932.465
108,2009.004
109,2032.369
110,2046.065
111,2080.76
112,2078.343
113,2040.426
114,2033.98
115,1985.64
116,1966.303
117,1901.044
118,1846.207
119,1805.118
120,1775.308
121,1699.574
122,1634.264
123,1556.919
124,1532.749
125,1501.328
126,1440.046
127,1361.089
128,1302.275
129,1242.655
130,1183.79
131,1104.028
132,1041.991
133,995.2117
134,921.0895
135,879.1943
136,810.6615
137,798.5763
138,768.7663
139,711.5633
140,699.4781
141,714.786
142,755.8755
143,796.965
144,798.5763
145,867.1092
146,952.5109
147,1036.352
148,1108.862
149,1180.568
150,1270.048
151,1366.729
152,1446.542
153,1512.607
154,1585.924
155,1644.738
156,1697.157
157,1717.299
158,1738.247
159,1797.867
160,1799.478
161,1798.672
162,1791.421
163,1791.421
164,1831.705
165,1834.122
166,1830.9
167,1840.568
168,1845.402
169,1856.732
170,1849.43
171,1835.734
172,1821.231
173,1793.838
174,1733.413
175,1682.655
176,1634.264
177,1581.089
178,1500.522
179,1383.648
180,1295.024
181,1216.823
182,1141.895
183,1054.882
184,954.9279
185,883.2227
186,834.8821
187,803.4104
188,771.9891
189,756.6812
190,754.2641
191,762.3209
192,782.4628
193,807.4388
194,850.9957
195,874.3603
196,897.7249
197,918.6724
198,958.9562
199,993.6003
200,1006.491
201,1000.851
202,999.2401
203,994.4061
204,984.7379
205,947.6768
206,913.8384
207,880.0
208,849.3843
209,800.9933
210,777.6287
211,765.5436
212,750.2357
213,731.7052
214,716.3973
215,737.3449
216,763.9323
217,837.2991
218,909.81
219,971.8471
220,1067.773
221,1135.45
222,1299.052
223,1397.345
224,1521.469
225,1597.203
226,1668.958
227,1775.308
228,1866.4
229,1930.854
230,1963.081
231,1973.555
232,2006.587
233,2032.369
234,1990.474
235,1980.806
236,1932.465
237,1910.712
238,1855.07
239,1799.478
240,1750.332
241,1731.801
242,1664.93
243,1607.677
244,1541.611
245,1514.218
246,1491.659
247,1421.515
248,1345.782
249,1286.967
250,1251.517
251,1198.292
252,1139.478
253,1049.242
254,1020.993
